band,fID,obsHistID
y,1245,553284
y,1243,553285
y,1142,553286
y,1470,553292
y,1401,555193
y,1277,555194
y,1165,555195
y,1178,555196
y,1297,555197
y,1419,555198
y,1386,555200
y,1269,555201
y,1154,555202
y,1165,555203
y,1178,555204
y,1297,555205
y,1401,555206
y,1522,555207
y,1488,555210
y,1375,555211
y,1361,555212
y,1269,555221
y,1401,555222
y,1297,555223
y,1050,555224
y,963,555225
y,872,555226
y,975,555227
y,1082,555228
y,1070,555229
y,947,555230
y,871,555231
y,778,555232
y,766,555236
y,849,555237
y,933,555238
y,931,555239
y,839,555242
y,746,555243
y,746,555259
y,754,555260
y,1036,555280
y,1133,555281
y,1245,555282
y,1361,555283
y,1350,555284
y,1243,555285
y,1350,555298
y,1476,555299
z,754,563167
y,1350,567482
y,1243,567483
y,1142,567484
y,939,567487
y,1036,567488
y,1133,567489
y,847,567536
y,754,567537
y,839,567538
y,826,604301
y,1331,604339
y,1214,604341
y,1094,604343
y,1011,604344
y,985,604345
y,909,604346
y,816,604347
y,885,604348
y,794,604349
r,826,612486
r,913,612487
r,736,612530
r,826,612532
i,1427,614607
i,1427,614643
u,1445,615741
u,1427,615742
u,1546,615743
u,1419,615746
u,1309,615747
u,1214,615748
g,1226,617749
g,1331,617750
g,1427,617751
g,1331,617784
g,1427,617785
g,1445,617786
g,1566,617787
g,1522,617807
r,826,618744
r,826,618767
r,909,618857
r,885,618858
r,975,618859
r,1070,618860
r,1165,618861
r,1269,618862
r,1375,618863
r,1386,618864
r,1277,618865
z,1331,627028
z,1309,627029
z,1297,627030
z,1277,627031
z,1427,627968
z,1331,627969
z,1309,627970
z,1419,627971
z,1331,627997
z,1309,627998
z,1419,627999
z,1427,628000
z,1401,628002
z,1386,628003
z,1488,628004
z,1486,628005
z,1375,628006
z,1361,628007
z,1375,629032
z,1361,629033
z,1476,629034
y,720,630047
y,720,630049
y,913,630060
y,909,630061
y,885,630062
y,872,630063
y,871,630064
y,849,630065
y,837,630066
y,839,630067
y,931,630068
y,933,630069
y,947,630070
y,963,630071
y,975,630072
y,985,630073
y,1011,630081
y,985,630082
y,975,630083
y,963,630084
y,947,630085
y,933,630086
y,931,630087
y,1034,630089
y,1046,630090
y,1050,630091
i,698,631518
y,1188,631519
y,1214,631520
y,1309,631527
y,1297,631528
y,1309,631529
y,1331,631530
y,1419,631532
y,1401,631533
y,1386,631534
y,1375,631535
y,1361,631536
y,1350,631537
y,1350,631539
y,1245,631540
y,1257,631541
y,1269,631542
y,1277,631543
y,1309,631544
y,1331,631545
y,1214,631549
y,1188,631550
y,1178,631551
y,1165,631552
y,1154,631553
y,1144,631554
y,1133,631555
r,1331,632364
r,1331,632422
r,1226,632423
r,1427,632472
r,1445,632506
r,1427,632507
g,1116,633678
g,1214,633679
g,1309,633680
g,1419,633681
g,1297,633682
g,1188,633683
g,1094,633684
g,1011,633685
g,913,633686
g,1011,633724
g,1094,633727
g,1188,633728
g,1297,633729
g,1309,633730
g,1214,633731
g,1419,633732
g,1522,633733
g,1516,633779
g,1401,633780
g,1386,633781
g,1401,633829
g,1386,633830
g,1375,633831
g,1361,633832
g,1350,633833
g,754,633845
g,839,633846
i,1226,635789
i,1214,635792
i,1188,635793
i,1094,635794
i,1011,635795
i,909,635799
i,985,635800
i,1082,635801
i,975,635802
i,885,635803
i,816,635804
i,720,635808
i,794,635809
i,872,635810
i,778,635811
i,1116,635825
i,1214,635826
i,1188,635827
i,1094,635828
i,1011,635829
i,826,635832
i,909,635833
i,985,635834
i,1082,635835
i,975,635836
i,885,635837
i,816,635838
i,778,635850
i,872,635851
i,794,635852
i,766,635854
i,748,635863
i,963,635864
i,1070,635865
i,1401,635866
i,1419,635871
i,1427,635872
i,1516,635890
i,1401,635891
i,766,635892
i,748,635902
i,963,635903
i,1070,635904
i,1419,635905
i,1522,635906
i,1427,635910
g,1331,637816
g,1331,637847
g,1309,637848
g,1297,637849
g,1188,637850
g,1094,637851
g,1011,637857
g,985,637858
g,1082,637859
g,1178,637860
g,1277,637861
g,1386,637862
g,1488,637863
g,1375,637864
g,1269,637865
g,1165,637866
g,1070,637867
g,975,637868
g,963,637869
g,1050,637870
g,1154,637871
g,1257,637872
g,1361,637873
g,1245,637874
g,1144,637875
g,1046,637876
g,1188,637877
g,1297,637878
g,1309,637879
g,1116,637881
g,1094,637882
g,1386,637908
g,1277,637909
g,1269,637910
g,1375,637911
g,1178,637912
g,1165,637913
g,1082,637914
g,1011,637915
g,985,637916
g,975,637917
g,963,637918
g,1050,637919
g,1070,637920
g,1154,637921
g,1257,637922
g,1361,637923
g,1245,637924
g,1144,637925
g,1046,637926
g,1034,637927
g,1133,637928
g,1243,637929
g,1036,637931
g,931,637932
g,933,637933
g,947,637934
g,849,637935
g,837,637936
g,746,637937
g,748,637947
g,766,637948
g,778,637949
g,794,637950
g,816,637951
g,849,637962
g,837,637963
g,933,637964
g,947,637965
g,1034,637966
g,1036,637967
g,1133,637969
g,931,637971
g,748,637982
g,766,637983
g,778,637984
g,794,637985
g,816,637986
g,826,637987
g,872,638002
g,885,638003
g,909,638004
r,909,638782
r,985,638783
r,1082,638784
r,1094,638785
r,1188,638786
r,1214,638787
r,1309,638788
r,1331,638789
r,1116,638791
r,1011,638799
r,975,638800
r,885,638801
r,909,638814
r,985,638815
r,1082,638816
r,1094,638817
r,1188,638818
r,1214,638819
r,1309,638820
r,1331,638821
r,1226,638822
r,1116,638823
r,1011,638829
r,975,638830
r,885,638831
r,1226,638836
r,1331,638837
r,1427,638838
r,909,638852
r,885,638853
r,975,638854
r,1070,638855
r,1165,638856
r,1269,638857
r,1375,638858
r,1386,638859
r,1277,638860
r,1331,638861
r,1427,638862
r,1419,638867
r,1445,638872
r,1277,638885
r,1386,638886
r,1375,638887
r,1269,638888
r,1165,638889
r,1070,638890
r,975,638891
r,885,638892
r,909,638893
r,794,638894
r,816,638895
r,1419,638905
r,1445,638917
r,1297,638919
r,1277,638920
r,1178,638921
r,1082,638922
r,794,638923
r,816,638924
r,748,638948
r,766,638949
r,778,638950
r,1297,638958
r,1277,638959
r,1178,638960
r,1082,638961
r,1050,638962
r,766,638981
r,778,638982
r,748,638983
r,746,638984
r,754,638988
r,839,638989
r,837,638990
r,1050,638991
r,1046,638992
r,931,638993
r,1142,639000
r,1133,639001
r,1546,639953
r,1522,639982
i,794,641062
i,872,641063
i,963,641064
i,1070,641065
i,975,641066
i,885,641067
i,816,641068
i,909,641069
i,985,641070
i,1082,641071
i,1178,641072
i,1297,641073
i,1401,641074
i,1419,641075
i,1522,641076
i,794,641103
i,816,641111
i,885,641112
i,975,641113
i,1070,641114
i,1082,641115
i,1178,641116
i,985,641117
i,909,641118
i,872,641119
i,963,641120
i,1297,641121
i,1401,641122
i,1419,641123
y,1546,641318
g,1476,642205
g,1470,642215
g,1350,642216
g,1476,642227
g,1486,642243
g,1350,642253
r,826,643024
r,909,643025
r,985,643026
r,1094,643027
r,1011,643028
r,1214,643040
r,1309,643041
r,1331,643042
y,1427,645549
y,1116,645564
y,1094,645565
y,1082,645566
y,1050,645567
y,1046,645568
y,746,645569
y,794,645580
y,816,645581
y,826,645582
y,816,645585
y,1427,645586
i,837,645592
i,746,645593
i,839,645600
i,939,645601
i,1036,645606
i,931,645607
i,837,645608
i,746,645609
i,746,645619
i,837,645620
i,849,645621
i,871,645622
i,872,645623
i,885,645624
i,909,645625
i,816,645633
i,794,645634
i,839,645635
i,939,645641
i,1036,645646
i,931,645647
i,837,645657
i,849,645658
i,871,645659
i,872,645660
i,885,645661
i,909,645662
i,913,645663
i,816,645664
i,794,645665
i,816,645686
i,720,645687
i,816,645730
z,913,645751
y,1427,646585
y,1445,646586
y,1427,646601
y,1214,646610
y,1188,646611
y,1214,646612
y,1226,646613
y,1309,646614
y,1331,646615
y,1427,646616
y,1419,646617
y,1401,646618
y,1516,646619
y,1516,646653
y,1488,646654
y,1486,646663
y,1488,646664
y,1476,646667
y,1245,646736
y,1243,646737
y,1046,646738
y,1050,646739
y,1070,646740
y,1082,646741
y,1094,646742
y,1116,646743
y,885,646744
y,794,646745
y,688,646748
y,778,646755
y,872,646756
y,985,646757
y,885,646758
y,794,646759
y,794,646763
y,885,646764
y,985,646765
y,872,646766
y,778,646767
y,688,646768
y,871,646772
y,975,646773
y,1094,646774
y,1082,646775
y,963,646776
y,849,646777
y,748,646778
y,746,646785
y,839,646787
y,837,646788
y,947,646789
y,1070,646790
y,1188,646791
y,1566,647529
y,1427,647533
y,1331,647534
y,1116,647541
y,1214,647542
y,1309,647543
y,1419,647544
y,1516,647548
y,1401,647549
y,1297,647550
y,1188,647551
y,1094,647552
y,1011,647553
y,985,647554
y,1082,647555
y,1178,647556
y,1277,647557
y,1386,647558
y,1269,647559
y,1165,647560
y,1070,647561
y,975,647562
y,885,647563
y,909,647564
y,1116,647574
y,1094,647575
y,1188,647576
y,1178,647577
y,1277,647578
y,1386,647579
y,1486,647584
y,1375,647585
y,1269,647586
y,1165,647587
y,1070,647588
y,1050,647589
y,1154,647590
y,1257,647591
y,1154,647592
y,1050,647593
y,963,647594
y,947,647595
y,1046,647596
y,1144,647597
y,1245,647598
y,1133,647599
y,1034,647600
y,933,647601
y,1034,647602
y,1133,647603
y,1350,647605
y,1245,647606
y,1144,647607
y,1046,647608
y,947,647609
y,871,647610
y,849,647611
y,933,647612
y,1034,647613
y,839,647618
y,754,647619
y,746,647623
y,839,647624
y,939,647625
y,1142,647627
y,1036,647628
y,931,647629
y,837,647630
y,748,647631
y,766,647639
y,778,647640
y,872,647641
y,871,647642
y,766,647643
y,746,647644
y,931,647649
y,1350,647663
y,1361,647664
y,1476,647665
y,1375,647668
y,1257,647669
y,1144,647670
y,816,647721
y,909,647726
y,1011,647727
y,816,647734
y,909,647735
y,826,647751
z,826,648446
z,736,648494
z,826,648495
z,913,648507
z,1011,648508
z,1094,648509
z,1188,648510
z,1297,648511
z,1401,648512
z,1419,648513
z,1445,648519
z,1011,648546
z,1094,648547
z,1188,648548
z,1297,648549
z,1401,648550
z,1419,648551
z,1445,648557
z,1011,648570
z,985,648571
z,975,648572
z,963,648573
z,1050,648574
z,1154,648575
z,1011,648602
z,985,648603
z,975,648604
z,963,648605
z,1050,648606
z,1154,648607
z,1257,648608
z,1361,648609
z,1476,648610
z,1375,648614
z,1269,648615
z,1277,648616
z,1297,648617
z,1214,648618
z,1257,648656
z,1269,648657
z,1375,648658
z,1361,648659
z,1476,648660
z,1486,648663
z,1277,648664
z,1297,648665
z,1214,648666
z,736,649424
z,816,649425
z,885,649426
z,794,649427
z,720,649428
z,736,649460
z,816,649461
z,885,649462
z,794,649463
z,720,649514
z,766,649526
z,766,649561
z,913,650914
z,909,650916
z,816,650917
z,794,650926
z,885,650927
z,985,650928
z,1094,650929
z,872,650930
z,778,650931
z,766,650938
z,871,650939
z,963,650940
z,1070,650941
z,849,650942
z,947,650943
y,720,651552
y,816,651553
y,909,651554
y,1011,651555
y,1309,651598
y,1214,651599
y,1094,651600
y,1082,651601
y,1178,651602
y,985,651603
y,909,651604
y,794,651605
y,872,651606
y,778,651607
y,871,651624
y,963,651625
y,975,651626
y,1082,651627
y,1165,651628
y,1386,651648
y,1269,651649
y,1154,651650
y,1050,651651
y,1046,651652
y,933,651653
y,849,651654
y,748,651655
y,672,651656
y,1257,651661
y,1144,651662
y,837,651663
y,1361,651685
y,1245,651686
y,1133,651687
y,746,651688
y,1142,651705
y,939,651706
z,839,652853
z,837,652854
z,746,652855
z,748,652878
z,849,652879
z,947,652880
z,1050,652881
z,933,652882
z,837,652883
i,1445,653547
i,736,654403
i,909,654405
i,1011,654406
i,1331,654423
i,1214,654424
i,1094,654425
i,985,654426
i,885,654427
i,736,654435
i,909,654437
i,1011,654438
i,1116,654440
i,1331,654453
i,1214,654454
i,1094,654455
i,985,654456
i,885,654457
i,975,654458
i,872,654459
i,963,654460
i,1070,654461
i,1082,654462
i,1178,654463
i,1188,654464
i,1297,654465
i,1309,654466
i,1214,654467
i,1445,654481
i,1427,654482
i,1522,654486
i,1419,654487
i,1401,654488
i,975,654490
i,872,654491
i,963,654492
i,1070,654493
i,1082,654494
i,1178,654495
i,1188,654496
i,1297,654497
i,1309,654498
i,1214,654499
i,1419,654510
i,1522,654511
i,1427,654515
i,1401,654519
i,1226,654534
i,1331,654535
i,1427,654536
i,1445,654537
i,1427,654562
i,1331,654563
i,1516,654592
i,1486,654639
i,1486,654673
i,1488,654674
i,1488,654715
z,748,654762
z,849,654763
z,947,654764
z,1070,654765
z,871,654766
z,766,654767
z,778,654778
z,872,654779
z,975,654780
z,794,654781
r,826,655335
r,826,655381
r,794,655403
r,872,655404
r,963,655405
r,1070,655406
r,975,655407
r,885,655408
r,816,655409
r,794,655431
r,872,655432
r,963,655433
r,975,655434
r,885,655435
r,816,655436
r,1070,655440
r,1165,655441
r,1269,655442
r,1277,655443
r,1178,655444
r,1082,655445
r,985,655446
r,736,655447
r,985,655472
r,1082,655473
r,1178,655474
r,1277,655475
r,1269,655476
r,1165,655477
r,1070,655478
r,1050,655479
r,1154,655480
r,1257,655481
r,1361,655482
r,1476,655483
r,1486,655484
r,1375,655485
r,1269,655486
r,1165,655487
r,1178,655488
r,1277,655489
r,1050,655510
r,1070,655511
r,1165,655512
r,1178,655513
r,1277,655514
r,1269,655515
r,1375,655516
r,1486,655517
r,1476,655518
r,1361,655519
r,1257,655520
r,1154,655521
r,1144,655522
r,1245,655523
r,1350,655524
r,1375,655530
r,1386,655531
r,1488,655532
r,1350,655560
r,1476,655564
r,1486,655565
r,1245,655566
r,1144,655567
r,1375,655568
r,1386,655569
r,1488,655570
r,746,655620
r,748,655621
r,748,655662
r,746,655663
r,766,656376
r,871,656377
r,778,656378
r,688,656403
r,766,656406
r,871,656407
r,778,656408
r,720,656410
r,816,656413
r,794,656414
r,872,656415
r,963,656416
r,1050,656417
r,1154,656418
r,1257,656419
r,1361,656420
r,1245,656421
r,1144,656422
r,1046,656423
r,947,656424
r,871,656425
r,849,656426
r,933,656427
r,1034,656428
r,1133,656429
r,1036,656430
r,931,656431
r,837,656432
r,748,656433
r,839,656443
r,1050,656444
r,963,656445
r,872,656446
r,794,656447
r,816,656448
r,720,656449
r,849,656450
r,933,656451
r,947,656452
r,1046,656453
r,1144,656454
r,1245,656455
r,1257,656456
r,1361,656457
r,1154,656458
r,871,656459
r,748,656460
r,837,656467
r,931,656468
r,1036,656469
r,1034,656470
r,1133,656471
r,839,656472
r,754,656473
r,839,656482
r,1036,656490
r,1034,656491
r,1046,656492
r,1144,656493
r,1133,656494
r,746,656507
r,839,656511
r,1243,656520
r,1142,656522
r,1133,656523
r,1144,656524
r,1046,656525
r,1034,656526
r,1036,656527
r,847,656532
u,826,657274
u,736,657288
u,909,657292
u,1011,657293
u,913,657294
u,1116,657300
u,1226,657302
u,1427,657400
u,1546,657420
u,1445,657428
u,1419,657449
u,1401,657450
u,1401,657466
u,1386,657467
u,1488,657468
u,1488,657470
u,1386,657471
u,1375,657472
u,1486,657473
u,1486,657487
u,1476,657488
u,1361,657489
u,1476,657490
u,931,657544
u,933,657545
u,947,657546
u,963,657547
u,975,657548
u,985,657549
u,872,657550
u,885,657551
u,778,657552
u,794,657553
u,698,657554
u,748,657565
u,766,657566
u,871,657567
u,849,657568
u,837,657569
u,839,657570
u,746,657631
u,1427,658295
g,688,658342
g,766,658343
g,849,658344
g,933,658345
g,1034,658346
g,1144,658347
g,1046,658348
g,947,658349
g,871,658350
g,778,658351
g,794,658352
g,816,658353
g,826,658354
g,766,658373
g,849,658374
g,933,658375
g,1034,658376
g,1046,658377
g,1144,658378
g,947,658379
g,871,658380
g,778,658381
g,794,658382
g,816,658383
g,826,658384
g,847,658402
g,1142,658407
g,1243,658409
g,1133,658410
g,1036,658411
g,931,658412
g,839,658413
g,754,658429
g,1243,658441
g,1133,658442
g,1036,658443
g,931,658445
g,839,658446
z,1516,658616
u,1226,660222
u,1116,660224
u,1214,660225
u,1309,660226
u,1419,660227
u,1297,660228
u,1188,660229
u,1094,660230
u,1188,660231
u,1297,660232
u,1309,660233
u,1214,660234
u,1116,660235
u,1011,660236
u,909,660238
u,985,660239
u,1082,660240
u,1178,660241
u,1277,660242
u,1297,660243
u,1188,660244
u,1094,660245
u,1011,660246
u,985,660247
u,909,660248
u,885,660249
u,975,660250
u,1070,660251
u,1165,660252
u,1178,660253
u,1082,660254
u,1094,660255
u,1277,660256
u,1401,660257
u,1277,660269
u,1178,660270
u,1082,660271
u,1070,660272
u,1165,660273
u,1269,660274
u,1154,660275
u,1050,660276
u,963,660277
u,872,660278
u,871,660279
u,947,660280
u,1046,660281
u,1144,660282
u,1154,660283
u,1050,660284
u,1165,660285
u,1269,660286
u,1375,660287
u,1386,660288
u,1350,660350
u,1245,660351
u,1257,660352
u,1361,660353
u,1243,660355
u,1133,660356
u,1144,660359
u,1046,660360
u,1034,660361
u,1350,660373
u,1245,660374
u,1257,660375
u,1243,660376
u,1133,660377
u,1034,660378
u,1036,660379
u,839,660397
u,837,660398
u,849,660399
u,748,660400
u,720,660417
u,778,660423
u,746,660424
z,1488,660556
r,1445,661025
r,1427,661026
r,1419,661027
r,1401,661028
r,1386,661029
r,1375,661030
r,1427,661061
r,1419,661062
r,1401,661063
r,1386,661064
r,1375,661065
r,1486,661066
u,1331,661558
g,746,661597
g,839,661598
g,837,661599
g,748,661600
g,871,661601
g,872,661602
g,885,661603
g,909,661604
g,698,661623
g,748,661636
g,746,661637
g,837,661638
g,839,661639
g,871,661640
g,872,661641
g,885,661642
g,909,661643
g,1082,661650
g,1165,661651
g,1178,661652
g,1269,661653
g,1375,661654
g,1486,661655
g,1476,661676
g,1375,661679
g,1269,661680
g,1178,661681
g,1165,661682
g,1082,661683
g,1116,661684
g,985,661688
g,1050,661689
g,1154,661690
g,1245,661691
g,1257,661692
g,1361,661693
g,1476,661713
g,1245,661717
g,1257,661718
g,1361,661719
g,1154,661720
g,1050,661721
g,985,661722
g,1214,661723
g,1401,661727
g,1470,661737
g,1214,661759
g,1401,661777
z,1116,661876
z,1188,661877
z,1094,661878
z,1011,661879
u,1427,662433
g,736,662483
g,909,662487
g,816,662488
g,872,662489
g,963,662490
g,1050,662491
g,1154,662492
g,1257,662493
g,1144,662494
g,1046,662495
g,947,662496
g,849,662497
g,933,662498
g,837,662499
g,1070,662501
g,975,662502
g,909,662518
g,816,662519
g,872,662520
g,963,662521
g,1050,662522
g,1154,662523
g,1257,662524
g,1144,662525
g,1046,662526
g,947,662527
g,933,662528
g,849,662529
g,837,662530
g,1070,662532
g,975,662533
g,1094,662534
g,1427,662539
g,1419,662542
g,1309,662543
g,1277,662544
g,1516,662545
g,1350,662546
g,1546,662583
g,1419,662585
g,1427,662586
g,1094,662591
g,1277,662592
g,1309,662593
g,1516,662594
g,1350,662595
g,939,662598
g,754,662600
y,1331,664534
y,1226,664535
y,1011,664536
y,885,664537
y,816,664538
y,794,664539
y,1188,664541
y,1309,664542
y,1419,665546
y,1297,665547
y,1277,665548
y,1375,665549
y,1361,665550
y,1245,665551
y,1034,665552
y,933,665553
y,931,665554
y,766,665555
y,931,665561
y,1476,665563
y,1350,665597
i,939,665637
i,754,665645
i,839,665646
i,837,665647
i,1133,665651
i,1144,665652
i,1154,665653
i,1165,665654
i,1178,665655
i,1188,665656
i,1214,665657
i,1331,665661
i,1427,665663
i,1419,665664
i,1401,665665
i,1386,665666
i,1375,665667
i,839,665686
i,837,665687
i,1133,665690
i,1144,665691
i,1154,665692
i,1165,665693
i,1178,665694
i,1188,665695
i,1214,665696
i,1427,665701
i,1419,665702
i,1401,665703
i,1386,665704
i,1375,665705
i,1361,665706
i,1350,665707
i,1350,665753
i,1361,665754
i,1116,665803
i,1011,665804
i,1094,665805
i,985,665806
i,1082,665807
i,778,665808
z,1133,665849
z,816,666217
z,794,666218
z,778,666219
z,746,666231
z,839,666238
z,778,666252
z,794,666253
z,816,666254
z,909,666258
z,885,666259
z,766,666260
z,748,666270
z,746,666271
z,754,666277
z,839,666278
z,939,666279
z,931,666280
z,933,666281
z,947,666282
z,885,666283
z,909,666284
z,816,666291
z,931,666312
z,933,666313
z,947,666314
z,963,666315
z,975,666316
z,985,666317
z,872,666318
z,871,666319
z,816,666320
z,909,666326
z,871,666349
z,872,666350
z,985,666351
z,975,666352
z,963,666353
z,1082,666354
z,1070,666355
z,1050,666356
z,1046,666357
z,1034,666358
z,1036,666359
z,939,666366
z,931,666367
z,933,666368
z,839,666369
z,909,666370
z,849,666375
z,837,666376
z,1046,666390
z,1050,666391
z,1070,666392
z,1082,666393
z,1034,666394
z,931,666403
z,933,666404
z,839,666405
z,837,666420
z,849,666421
z,1178,666423
z,1165,666424
z,1144,666425
z,1245,666427
z,1144,666441
z,1245,666443
z,1243,666444
z,1178,666470
z,1165,666471
y,1427,667122
y,1214,667132
y,1188,667133
y,1214,667134
y,1309,667140
y,1297,667141
y,1401,667142
y,1516,667143
y,1401,667144
y,1297,667145
y,1309,667146
y,1331,667147
y,1427,667149
y,1546,667150
y,1419,667158
y,1516,667159
y,1488,667356
y,746,668123
y,837,668124
y,849,668125
y,871,668126
y,872,668127
y,885,668128
y,909,668129
y,816,668133
y,826,668134
y,720,668141
y,826,668147
y,816,668148
y,794,668149
y,778,668150
y,766,668151
y,778,668152
y,794,668153
y,1011,668157
y,985,668158
y,975,668159
y,963,668160
y,947,668161
y,933,668162
y,931,668163
y,939,668164
y,1350,668259
y,1361,668260
y,1277,668261
y,1269,668262
y,1257,668263
y,1243,668276
y,1142,668286
y,1133,668287
y,1154,668288
y,1034,668289
z,1566,668905
z,1116,669173
z,1011,669174
z,1011,669222
y,1188,669788
y,1094,669789
y,1116,669790
y,1082,669792
y,1178,669793
y,1165,669794
y,1070,669795
y,975,669796
y,1050,669797
y,1154,669798
y,1257,669799
y,1269,669800
y,1375,669801
y,1488,669803
y,1386,669804
y,1277,669805
y,1178,669806
y,1070,669807
y,947,669808
y,1046,669809
y,1144,669810
y,1245,669811
y,1361,669812
y,1375,669813
y,1486,669814
y,1386,669816
y,1034,669817
y,849,669818
y,748,669819
y,766,669820
y,746,669821
y,839,669822
y,1036,669828
y,939,669829
y,1046,669830
y,1133,669831
y,1350,669833
y,1476,669834
y,1476,669854
y,1470,669855
y,754,669865
y,748,669866
i,1427,670722
i,1445,670723
i,1546,670759
i,1427,670765
i,1445,670766
i,1546,670771
i,1522,670819
i,1445,670967
i,1427,670968
i,1419,670969
i,1427,671002
i,1419,671003
i,1331,671023
g,1401,671591
g,1297,671592
g,1188,671593
g,1214,671594
g,1226,671595
g,1331,671596
g,1178,671597
g,1386,671598
g,1488,671599
g,1566,671618
g,1401,671619
g,1297,671620
g,985,671621
g,1011,671622
g,1178,671623
g,1188,671624
g,1214,671625
g,1226,671626
g,1331,671627
g,1386,671628
g,1488,671629
g,885,671630
g,985,671653
g,1011,671654
g,885,671657
r,1427,671658
r,1297,671754
r,1309,671755
r,1269,671756
r,1257,671757
r,1245,671758
r,1243,671759
r,1257,671794
r,1269,671795
r,1245,671796
r,1309,671822
r,1214,671823
r,1188,671824
r,1094,671825
r,1297,671836
r,1214,671837
r,963,671839
r,871,671840
r,947,671841
r,849,671842
r,933,671843
r,837,671844
r,931,671845
r,1036,671849
r,1094,671874
r,1188,671875
r,963,671876
r,698,671877
r,871,671878
r,947,671879
r,849,671880
r,933,671881
r,837,671882
r,931,671883
i,1470,672654
i,1476,672686
i,1470,672687
r,1488,673404
r,1486,673405
r,1427,674104
u,826,674957
u,1309,675089
u,1277,675090
u,1386,675091
u,1488,675092
u,1516,675093
u,1375,675096
u,1269,675097
u,1165,675098
u,1269,675099
u,1257,675100
u,1154,675101
u,1050,675102
u,1070,675103
u,975,675104
u,963,675105
u,947,675106
u,1046,675107
u,1144,675108
u,1245,675109
u,1361,675110
u,1476,675145
u,1350,675147
u,1243,675148
u,1036,675152
u,939,675154
u,754,675156
u,746,675160
u,837,675161
u,849,675162
u,871,675163
u,872,675164
u,885,675165
u,778,675166
u,794,675167
u,816,675168
u,794,675169
u,720,675171
u,748,675212
u,766,675213
u,766,675230
r,672,676037
r,720,676045
r,748,676074
r,766,676075
r,778,676076
r,794,676077
r,816,676078
r,909,676088
r,885,676089
r,766,676113
r,778,676114
r,794,676115
r,816,676116
r,909,676118
r,885,676119
r,1011,676133
r,872,676134
r,871,676135
r,849,676136
r,837,676137
r,839,676138
r,931,676155
r,933,676156
r,947,676157
r,1082,676158
r,1214,676159
r,1188,676160
r,1178,676161
r,1154,676162
r,839,676163
r,837,676164
r,849,676165
r,871,676166
r,872,676167
r,1011,676168
r,939,676181
r,931,676182
r,933,676183
r,947,676184
r,1082,676185
r,1144,676186
r,1133,676187
r,1178,676208
r,1154,676209
r,1214,676210
r,1133,676215
r,1144,676216
r,1188,676221
r,909,676698
r,909,676780
r,885,676781
r,975,676782
r,1070,676783
r,1165,676784
r,1269,676785
r,1375,676786
r,1386,676787
r,1277,676788
r,1178,676789
r,1082,676790
r,985,676791
r,1011,676792
r,1116,676794
r,1094,676795
r,1188,676796
r,1297,676797
r,1401,676798
r,1522,676804
r,1419,676805
r,1309,676806
r,1331,676807
r,1427,676808
r,909,676820
r,885,676821
r,975,676822
r,1070,676823
r,1165,676824
r,1269,676825
r,1375,676826
r,1386,676827
r,1277,676828
r,1297,676829
r,1401,676830
r,1188,676831
r,1178,676832
r,1082,676833
r,1094,676834
r,1116,676835
r,1011,676837
r,985,676838
r,1309,676839
r,1427,676841
r,1419,676842
r,1516,676848
r,1401,676849
r,1419,676850
r,1309,676851
r,1331,676852
r,1401,676892
r,1419,676893
r,1331,676894
r,1309,676908
r,1476,676932
u,1546,677615
u,1331,677628
u,1214,677630
u,1094,677632
u,1188,677633
u,1297,677634
u,1401,677635
u,1419,677636
u,1522,677637
u,1178,677645
u,1082,677646
u,985,677647
u,975,677648
u,1070,677649
u,1050,677650
u,963,677651
u,872,677652
u,794,677653
u,816,677654
u,826,677655
u,909,677656
u,885,677657
u,778,677658
u,871,677659
u,947,677660
u,849,677661
u,766,677662
u,816,677682
u,837,677697
u,931,677698
u,933,677699
u,1034,677700
u,1046,677701
u,1144,677702
u,1245,677703
u,1257,677704
u,1361,677705
u,1476,677706
u,1486,677707
u,1375,677708
u,1350,677750
u,839,677763
u,931,677764
u,933,677765
u,1034,677766
u,1133,677767
u,1243,677768
i,736,678413
i,816,678491
i,885,678492
i,975,678493
i,1070,678494
i,1165,678495
i,1178,678496
i,1082,678497
i,985,678498
i,909,678499
i,1011,678505
i,1094,678506
i,1188,678507
i,1297,678508
i,1401,678509
i,1522,678513
i,1419,678514
i,1309,678515
i,1226,678516
i,1178,678517
i,1165,678518
i,1070,678519
i,975,678520
i,885,678521
i,816,678522
i,794,678523
i,778,678524
i,871,678525
i,947,678526
i,1082,678527
i,1094,678528
i,985,678530
i,909,678531
i,913,678532
i,1309,678538
i,1419,678539
i,1401,678544
i,1297,678545
i,1188,678546
i,947,678547
i,871,678548
i,778,678549
i,794,678550
i,746,678571
i,837,678572
i,931,678573
i,1036,678574
i,939,678575
i,839,678582
i,698,678584
i,746,678604
i,837,678605
i,931,678606
i,939,678607
i,1036,678609
i,754,678614
i,839,678615
i,748,678616
i,778,678630
i,766,678631
i,748,678632
i,746,678633
i,746,678663
i,766,678665
i,778,678666
i,688,678667
i,1386,679384
i,1277,679385
i,1269,679386
i,1165,679387
i,1070,679388
i,1050,679389
i,1154,679390
i,1257,679391
i,1361,679392
i,1375,679393
i,1486,679394
i,1245,679395
i,1144,679396
i,1386,679422
i,1277,679423
i,1269,679424
i,1375,679425
i,1486,679426
i,1361,679427
i,1257,679428
i,1154,679429
i,1165,679430
i,1070,679431
i,1050,679432
i,1144,679433
i,1245,679434
