obsHistID expMJD
260 59580.154787
261 59580.155204
262 59580.15562
263 59580.156037
264 59580.156454
265 59580.15687
266 59580.157287
267 59580.157704
268 59580.15812
269 59580.158537
270 59580.158954
271 59580.15937
272 59580.159787
273 59580.160204
274 59580.16062
275 59580.161037
276 59580.161454
277 59580.16187
278 59580.162287
279 59580.162704
185625 59825.271275
185626 59825.271692
185627 59825.272108
185628 59825.272525
185629 59825.272942
185630 59825.273358
185631 59825.273775
185632 59825.274192
185633 59825.274608
185634 59825.275025
185635 59825.275442
185636 59825.275858
185637 59825.276275
185638 59825.276692
185639 59825.277108
185640 59825.277525
185641 59825.277942
185642 59825.278358
185643 59825.278775
185644 59825.279192
192925 59839.227316
192926 59839.227733
192927 59839.228149
192928 59839.228566
192929 59839.228983
192930 59839.229399
192931 59839.229816
192932 59839.230233
192933 59839.230649
192934 59839.231066
192935 59839.231483
192936 59839.231899
192937 59839.232316
192938 59839.232733
192939 59839.233149
192940 59839.233566
192941 59839.233983
192942 59839.234399
192943 59839.234816
192944 59839.235233
195559 59842.210044
195560 59842.21046
195561 59842.210877
195562 59842.211294
195563 59842.21171
195564 59842.212127
195565 59842.212544
195566 59842.21296
195567 59842.213377
195568 59842.213794
195569 59842.21421
195570 59842.214627
195571 59842.215044
195572 59842.21546
195573 59842.215877
195574 59842.216294
195575 59842.21671
195576 59842.217127
195577 59842.217544
195578 59842.21796
202470 59854.220194
202471 59854.220611
202472 59854.221028
202473 59854.221444
202474 59854.221861
202475 59854.222278
202476 59854.222694
202477 59854.223111
202478 59854.223528
202479 59854.223944
202480 59854.224361
202481 59854.224778
202482 59854.225194
202483 59854.225611
202484 59854.226028
202485 59854.226444
202486 59854.226861
202487 59854.227278
202488 59854.227694
202489 59854.228111
204417 59857.199225
204418 59857.199642
204419 59857.200059
204420 59857.200475
204421 59857.200892
204422 59857.201309
204423 59857.201725
204424 59857.202142
204425 59857.202559
204426 59857.202975
204427 59857.203392
204428 59857.203809
204429 59857.204225
204430 59857.204642
204431 59857.205059
204432 59857.205475
204433 59857.205892
204434 59857.206309
204435 59857.206725
204436 59857.207142
211980 59867.171289
211981 59867.171706
211982 59867.172122
211983 59867.172539
211984 59867.172956
211985 59867.173372
211986 59867.173789
211987 59867.174206
211988 59867.174622
211989 59867.175039
211990 59867.175456
211991 59867.175872
211992 59867.176289
211993 59867.176706
211994 59867.177122
211995 59867.177539
211996 59867.177956
211997 59867.178372
211998 59867.178789
211999 59867.179206
214345 59870.163338
214346 59870.163755
214347 59870.164172
214348 59870.164588
214349 59870.165005
214350 59870.165422
214351 59870.165838
214352 59870.166255
214353 59870.166672
214354 59870.167088
214355 59870.167505
214356 59870.167922
214357 59870.168338
214358 59870.168755
214359 59870.169172
214360 59870.169588
214361 59870.170005
214362 59870.170422
214363 59870.170838
214364 59870.171255
216778 59873.155517
216779 59873.155933
216780 59873.15635
216781 59873.156767
216782 59873.157183
216783 59873.1576
216784 59873.158017
216785 59873.158433
216786 59873.15885
216787 59873.159267
216788 59873.159683
216789 59873.1601
216790 59873.160517
216791 59873.160933
216792 59873.16135
216793 59873.161767
216794 59873.162183
216795 59873.1626
216796 59873.163017
216797 59873.163433
225487 59884.140458
225488 59884.140875
225489 59884.141292
225490 59884.141708
225491 59884.142125
225492 59884.142542
225493 59884.142958
225494 59884.143375
225495 59884.143792
225496 59884.144208
225497 59884.144625
225498 59884.145042
225499 59884.145458
225500 59884.145875
225501 59884.146292
225502 59884.146708
225503 59884.147125
225504 59884.147542
225505 59884.147958
225506 59884.148375
227745 59887.106372
227746 59887.106789
227747 59887.107205
227748 59887.107622
227749 59887.108039
227750 59887.108455
227751 59887.108872
227752 59887.109289
227753 59887.109705
227754 59887.110122
227755 59887.110539
227756 59887.110955
227757 59887.111372
227758 59887.111789
227759 59887.112205
227760 59887.112622
227761 59887.113039
227762 59887.113455
227763 59887.113872
227764 59887.114289
229233 59896.095199
229234 59896.095615
229235 59896.096032
229236 59896.096449
229237 59896.096865
229238 59896.097282
229239 59896.097699
229240 59896.098115
229241 59896.098532
229242 59896.098949
229243 59896.099365
229244 59896.099782
229245 59896.100199
229246 59896.100615
229247 59896.101032
229248 59896.101449
229249 59896.101865
229250 59896.102282
229251 59896.102699
229252 59896.103115
231442 59899.096706
231443 59899.097122
231444 59899.097539
231445 59899.097956
231446 59899.098372
231447 59899.098789
231448 59899.099206
231449 59899.099622
231450 59899.100039
231451 59899.100456
231452 59899.100872
231453 59899.101289
231454 59899.101706
231455 59899.102122
231456 59899.102539
231457 59899.102956
231458 59899.103372
231459 59899.103789
231460 59899.104206
231461 59899.104622
233541 59902.055806
233542 59902.056223
233543 59902.056639
233544 59902.057056
233545 59902.057473
233546 59902.057889
233547 59902.058306
233548 59902.058723
233549 59902.059139
233550 59902.059556
233551 59902.059973
233552 59902.060389
233553 59902.060806
233554 59902.061223
233555 59902.061639
233556 59902.062056
233557 59902.062473
233558 59902.062889
233559 59902.063306
233560 59902.063723
242015 59913.255902
242016 59913.256319
242017 59913.256735
242018 59913.257152
242019 59913.257569
242020 59913.257985
242021 59913.258402
242022 59913.258819
242023 59913.259235
242024 59913.259652
242025 59913.260069
242026 59913.260485
242027 59913.260902
242028 59913.261319
242029 59913.261735
242030 59913.262152
242031 59913.262569
242032 59913.262985
242033 59913.263402
242034 59913.263819
243750 59916.0657
243751 59916.066117
243752 59916.066533
243753 59916.06695
243754 59916.067367
243755 59916.067783
243756 59916.0682
243757 59916.068617
243758 59916.069033
243759 59916.06945
243760 59916.069867
243761 59916.070283
243762 59916.0707
243763 59916.071117
243764 59916.071533
243765 59916.07195
243766 59916.072367
243767 59916.072783
243768 59916.0732
243769 59916.073617
249474 59924.070192
249475 59924.070608
249476 59924.071025
249477 59924.071442
249478 59924.071858
249479 59924.072275
249480 59924.072692
249481 59924.073108
249482 59924.073525
249483 59924.073942
249484 59924.074358
249485 59924.074775
249486 59924.075192
249487 59924.075608
249488 59924.076025
249489 59924.076442
249490 59924.076858
249491 59924.077275
249492 59924.077692
249493 59924.078108
250894 59927.071652
250895 59927.072069
250896 59927.072485
250897 59927.072902
250898 59927.073319
250899 59927.073735
250900 59927.074152
250901 59927.074569
250902 59927.074985
250903 59927.075402
250904 59927.075819
250905 59927.076235
250906 59927.076652
250907 59927.077069
250908 59927.077485
250909 59927.077902
250910 59927.078319
250911 59927.078735
250912 59927.079152
250913 59927.079569
252961 59930.073197
252962 59930.073614
252963 59930.07403
252964 59930.074447
252965 59930.074864
252966 59930.07528
252967 59930.075697
252968 59930.076114
252969 59930.07653
252970 59930.076947
252971 59930.077364
252972 59930.07778
252973 59930.078197
252974 59930.078614
252975 59930.07903
252976 59930.079447
252977 59930.079864
252978 59930.08028
252979 59930.080697
252980 59930.081114
254944 59933.074524
254945 59933.07494
254946 59933.075357
254947 59933.075774
254948 59933.07619
254949 59933.076607
254950 59933.077024
254951 59933.07744
254952 59933.077857
254953 59933.078274
254954 59933.07869
254955 59933.079107
254956 59933.079524
254957 59933.07994
254958 59933.080357
254959 59933.080774
254960 59933.08119
254961 59933.081607
254962 59933.082024
254963 59933.08244
260464 59942.092517
260465 59942.092933
260466 59942.09335
260467 59942.093767
260468 59942.094183
260469 59942.0946
260470 59942.095017
260471 59942.095433
260472 59942.09585
260473 59942.096267
260474 59942.096683
260475 59942.0971
260476 59942.097517
260477 59942.097933
260478 59942.09835
260479 59942.098767
260480 59942.099183
260481 59942.0996
260482 59942.100017
260483 59942.100433
262557 59945.088241
262558 59945.088658
262559 59945.089075
262560 59945.089491
262561 59945.089908
262562 59945.090325
262563 59945.090741
262564 59945.091158
262565 59945.091575
262566 59945.091991
262567 59945.092408
262568 59945.092825
262569 59945.093241
262570 59945.093658
262571 59945.094075
262572 59945.094491
262573 59945.094908
262574 59945.095325
262575 59945.095741
262576 59945.096158
427550 60192.304253
427551 60192.30467
427552 60192.305086
427553 60192.305503
427554 60192.30592
427555 60192.306336
427556 60192.306753
427557 60192.30717
427558 60192.307586
427559 60192.308003
427560 60192.30842
427561 60192.308836
427562 60192.309253
427563 60192.30967
427564 60192.310086
427565 60192.310503
427566 60192.31092
427567 60192.311336
427568 60192.311753
427569 60192.31217
429162 60195.245592
429163 60195.246009
429164 60195.246426
429165 60195.246842
429166 60195.247259
429167 60195.247676
429168 60195.248092
429169 60195.248509
429170 60195.248926
429171 60195.249342
429172 60195.249759
429173 60195.250176
429174 60195.250592
429175 60195.251009
429176 60195.251426
429177 60195.251842
429178 60195.252259
429179 60195.252676
429180 60195.253092
429181 60195.253509
439150 60209.239392
439151 60209.239809
439152 60209.240226
439153 60209.240642
439154 60209.241059
439155 60209.241476
439156 60209.241892
439157 60209.242309
439158 60209.242726
439159 60209.243142
439160 60209.243559
439161 60209.243976
439162 60209.244392
439163 60209.244809
439164 60209.245226
439165 60209.245642
439166 60209.246059
439167 60209.246476
439168 60209.246892
439169 60209.247309
441825 60212.225993
441826 60212.226409
441827 60212.226826
441828 60212.227243
441829 60212.227659
441830 60212.228076
441831 60212.228493
441832 60212.228909
441833 60212.229326
441834 60212.229743
441835 60212.230159
441836 60212.230576
441837 60212.230993
441838 60212.231409
441839 60212.231826
441840 60212.232243
441841 60212.232659
441842 60212.233076
441843 60212.233493
441844 60212.233909
447556 60223.206083
447557 60223.206499
447558 60223.206916
447559 60223.207333
447560 60223.207749
447561 60223.208166
447562 60223.208583
447563 60223.208999
447564 60223.209416
447565 60223.209833
447566 60223.210249
447567 60223.210666
447568 60223.211083
447569 60223.211499
447570 60223.211916
447571 60223.212333
447572 60223.212749
447573 60223.213166
447574 60223.213583
447575 60223.213999
449266 60226.283348
449267 60226.283764
449268 60226.284181
449269 60226.284598
449270 60226.285014
449271 60226.285431
449272 60226.285848
449273 60226.286264
449274 60226.286681
449275 60226.287098
449276 60226.287514
449277 60226.287931
449278 60226.302237
449279 60226.303249
449280 60226.30369
449281 60226.304121
449282 60226.304551
449283 60226.304981
449284 60226.305411
449285 60226.305841
455367 60238.283919
455368 60238.284336
455369 60238.284752
455370 60238.285169
455371 60238.285586
455372 60238.286002
455373 60238.286419
455374 60238.286836
455375 60238.287252
455376 60238.287669
455377 60238.288086
455378 60238.288502
455379 60238.288919
455380 60238.289336
455381 60238.289752
455382 60238.290169
455383 60238.290586
455384 60238.291002
455385 60238.291419
455386 60238.291836
457531 60241.145501
457532 60241.145918
457533 60241.146335
457534 60241.146751
457535 60241.147168
457536 60241.147585
457537 60241.148001
457538 60241.148418
457539 60241.148835
457540 60241.149251
457541 60241.149668
457542 60241.150085
457543 60241.150501
457544 60241.150918
457545 60241.151335
457546 60241.151751
457547 60241.152168
457548 60241.152585
457549 60241.153001
457550 60241.153418
470428 60267.055579
470429 60267.055995
470430 60267.056412
470431 60267.056829
470432 60267.057245
470433 60267.057662
470434 60267.058079
470435 60267.058495
470436 60267.058912
470437 60267.059329
470438 60267.059745
470439 60267.060162
470440 60267.060579
470441 60267.060995
470442 60267.061412
470443 60267.061829
470444 60267.062245
470445 60267.062662
470446 60267.063079
470447 60267.063495
472774 60270.119465
472775 60270.119882
472776 60270.120298
472777 60270.120715
472778 60270.121132
472779 60270.121548
472780 60270.121965
472781 60270.122382
472782 60270.122798
472783 60270.123215
472784 60270.123632
472785 60270.124048
472786 60270.124465
472787 60270.124882
472788 60270.125298
472789 60270.125715
472790 60270.126132
472791 60270.126548
472792 60270.126965
472793 60270.127382
478581 60278.063725
478582 60278.064141
478583 60278.064558
478584 60278.064975
478585 60278.065391
478586 60278.065808
478587 60278.066225
478588 60278.066641
478589 60278.067058
478590 60278.067475
478591 60278.067891
478592 60278.068308
478593 60278.068725
478594 60278.069141
478595 60278.069558
478596 60278.069975
478597 60278.070391
478598 60278.070808
478599 60278.071225
478600 60278.071641
480713 60281.066502
480714 60281.066919
480715 60281.067335
480716 60281.067752
480717 60281.068169
480718 60281.068585
480719 60281.069002
480720 60281.069419
480721 60281.069835
480722 60281.070252
480723 60281.070669
480724 60281.071085
480725 60281.071502
480726 60281.071919
480727 60281.072335
480728 60281.072752
480729 60281.073169
480730 60281.073585
480731 60281.074002
480732 60281.074419
482843 60284.066967
482844 60284.067384
482845 60284.067801
482846 60284.068217
482847 60284.068634
482848 60284.069051
482849 60284.069467
482850 60284.069884
482851 60284.070301
482852 60284.070717
482853 60284.071134
482854 60284.071551
482855 60284.071967
482856 60284.072384
482857 60284.072801
482858 60284.073217
482859 60284.073634
482860 60284.074051
482861 60284.074467
482862 60284.074884
484596 60287.068938
484597 60287.069355
484598 60287.069772
484599 60287.070188
484600 60287.070605
484601 60287.071022
484602 60287.071438
484603 60287.071855
484604 60287.072272
484605 60287.072688
484606 60287.073105
484607 60287.073522
484608 60287.073938
484609 60287.074355
484610 60287.074772
484611 60287.075188
484612 60287.075605
